Localidade,Variável,2010
3503901 - Arujá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.18
3505708 - Barueri,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.12
3506607 - Biritiba Mirim,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.82
3509007 - Caieiras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),67.78
3509205 - Cajamar,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.71
3510609 - Carapicuíba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.61
3513009 - Cotia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.58
3513801 - Diadema,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.55
3515004 - Embu das Artes,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.36
3515103 - Embu-Guaçu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.95
3515707 - Ferraz de Vasconcelos,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.43
3516309 - Francisco Morato,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.45
3516408 - Franco da Rocha,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.74
3518305 - Guararema,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.69
3518800 - Guarulhos,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.4
3522208 - Itapecerica da Serra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.63
3522505 - Itapevi,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.92
3523107 - Itaquaquecetuba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.7
3525003 - Jandira,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.21
3526209 - Juquitiba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.67
3528502 - Mairiporã,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.41
3529401 - Mauá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),62.41
3530607 - Mogi das Cruzes,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),60.76
3534401 - Osasco,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.36
3539103 - Pirapora do Bom Jesus,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.09
3539806 - Poá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),67.23
3543303 - Ribeirão Pires,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),67.5
3544103 - Rio Grande da Serra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.23
3545001 - Salesópolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.42
3546801 - Santa Isabel,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.2
3547304 - Santana de Parnaíba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.59
3547809 - Santo André,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),70.05
3548708 - São Bernardo do Campo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),63
3548807 - São Caetano do Sul,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),76.4
3549953 - São Lourenço da Serra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.71
3550308 - São Paulo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.4
3552502 - Suzano,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),62.47
3552809 - Taboão da Serra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.6
3556453 - Vargem Grande Paulista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.21
3505401 - Barra do Turvo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),27.69
3509254 - Cajati,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),42.51
3509908 - Cananéia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.57
3514809 - Eldorado,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),43.68
3520301 - Iguape,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.66
3520426 - Ilha Comprida,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),43.59
3523305 - Itariri,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),36.63
3524600 - Jacupiranga,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.7
3526100 - Juquiá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.52
3529906 - Miracatu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.61
3536208 - Pariquera-Açu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.18
3537206 - Pedro de Toledo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.18
3542602 - Registro,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.32
3551801 - Sete Barras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),33.48
3506359 - Bertioga,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),40.56
3513504 - Cubatão,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.11
3518701 - Guarujá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.73
3522109 - Itanhaém,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.68
3531100 - Mongaguá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.92
3537602 - Peruíbe,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),44.22
3541000 - Praia Grande,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.95
3548500 - Santos,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),71.79
3551009 - São Vicente,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.16
3510500 - Caraguatatuba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.67
3520400 - Ilhabela,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.82
3550704 - São Sebastião,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.35
3555406 - Ubatuba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.45
3503158 - Arapeí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.06
3503505 - Areias,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.49
3504909 - Bananal,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.58
3513405 - Cruzeiro,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),68.06
3526605 - Lavrinhas,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),59.33
3541901 - Queluz,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.11
3549607 - São José do Barreiro,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),35.16
3552007 - Silveiras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.95
3502507 - Aparecida,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.93
3508603 - Cachoeira Paulista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),62.11
3509957 - Canas,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.46
3513603 - Cunha,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),43.39
3518404 - Guaratinguetá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),62.14
3527207 - Lorena,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),59.67
3538501 - Piquete,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),65.01
3540754 - Potim,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),40.8
3544301 - Roseira,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.95
3508504 - Caçapava,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.15
3520202 - Igaratá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),43.01
3524402 - Jacareí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.93
3524907 - Jambeiro,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.12
3531704 - Monteiro Lobato,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.05
3535606 - Paraibuna,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),45.46
3546009 - Santa Branca,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.84
3549904 - São José dos Campos,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),63.99
3509700 - Campos do Jordão,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),46.25
3526308 - Lagoinha,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.05
3532306 - Natividade da Serra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),36.28
3538006 - Pindamonhangaba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.88
3542305 - Redenção da Serra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),35.37
3548203 - Santo Antonio do Pinhal,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),42.89
3548609 - São Bento do Sapucaí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.74
